Centre,Gender,Labour Category,Labour Type,July-18,August-18,September-18,October-18,November-18,December-18,January-19,February-19,March-19,April-19,May-19,June-19,Annual Average,State,District,Centre_length
KOTHAR,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,357.00,357.00,357.00,357.00,357.00,357.00,357.00,JHARKHAND,RAMGARH,6
KOTHAR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RAMGARH,6
KOTHAR,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,357.00,357.00,357.00,357.00,357.00,357.00,357.00,JHARKHAND,RAMGARH,6
KOTHAR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RAMGARH,6
KOTHAR,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,357.00,357.00,357.00,357.00,357.00,357.00,357.00,JHARKHAND,RAMGARH,6
KOTHAR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RAMGARH,6
GETALSOOD,M,FIELD LABOUR,FIELD LABOUR,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,239.00,237.67,JHARKHAND,RANCHI,9
GETALSOOD,W,FIELD LABOUR,FIELD LABOUR,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,239.00,237.67,JHARKHAND,RANCHI,9
GETALSOOD,M,HERDSMEN,HERDSMEN,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,239.00,237.67,JHARKHAND,RANCHI,9
GETALSOOD,W,HERDSMEN,HERDSMEN,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,239.00,237.67,JHARKHAND,RANCHI,9
GETALSOOD,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,239.00,237.67,JHARKHAND,RANCHI,9
GETALSOOD,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,239.00,237.67,JHARKHAND,RANCHI,9
GETALSOOD,M,"SKILLED 
LABOUR",BLACKSMITH,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,330.00,330.00,330.00,330.00,328.00,JHARKHAND,RANCHI,9
GETALSOOD,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RANCHI,9
GETALSOOD,M,"SKILLED 
LABOUR",CARPENTER,327.00,327.00,327.00,327.00,327.00,327.00,327.00,327.00,330.00,330.00,330.00,330.00,328.00,JHARKHAND,RANCHI,9
GETALSOOD,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RANCHI,9
SARJAMDIH,M,FIELD LABOUR,FIELD LABOUR,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,-,239.00,237.73,JHARKHAND,RANCHI,9
SARJAMDIH,W,FIELD LABOUR,FIELD LABOUR,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,-,239.00,237.73,JHARKHAND,RANCHI,9
SARJAMDIH,M,HERDSMEN,HERDSMEN,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,-,239.00,237.73,JHARKHAND,RANCHI,9
SARJAMDIH,W,HERDSMEN,HERDSMEN,237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,-,239.00,237.73,JHARKHAND,RANCHI,9
SARJAMDIH,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,-,239.00,237.73,JHARKHAND,RANCHI,9
SARJAMDIH,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",237.00,237.00,237.00,237.00,237.00,237.00,237.00,239.00,239.00,239.00,-,239.00,237.73,JHARKHAND,RANCHI,9
SARJAMDIH,M,"SKILLED 
LABOUR",BLACKSMITH,327.00,327.00,327.00,327.00,327.00,327.00,327.00,330.00,330.00,330.00,-,330.00,328.09,JHARKHAND,RANCHI,9
SARJAMDIH,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RANCHI,9
SARJAMDIH,M,"SKILLED 
LABOUR",CARPENTER,327.00,327.00,327.00,327.00,327.00,327.00,327.00,330.00,330.00,330.00,-,330.00,328.09,JHARKHAND,RANCHI,9
SARJAMDIH,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,RANCHI,9
BARHARAWA,M,FIELD LABOUR,FIELD LABOUR,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,W,FIELD LABOUR,FIELD LABOUR,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,M,HERDSMEN,HERDSMEN,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,W,HERDSMEN,HERDSMEN,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,133.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,SAHIBGANJ,9
BARHARAWA,M,"SKILLED 
LABOUR",CARPENTER,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,SAHIBGANJ,9
BARHARAWA,M,"SKILLED 
LABOUR",COBBLER,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,JHARKHAND,SAHIBGANJ,9
BARHARAWA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,SAHIBGANJ,9
GOVINDPUR,M,FIELD LABOUR,FIELD LABOUR,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,W,FIELD LABOUR,FIELD LABOUR,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,165.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,M,HERDSMEN,HERDSMEN,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,W,HERDSMEN,HERDSMEN,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,M,"SKILLED 
LABOUR",CARPENTER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,M,"SKILLED 
LABOUR",COBBLER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
GOVINDPUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,"SARAIKELA
(KHARSANWA)",9
JAMTOLI,M,FIELD LABOUR,FIELD LABOUR,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,JHARKHAND,SIMDEGA,7
JAMTOLI,W,FIELD LABOUR,FIELD LABOUR,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,JHARKHAND,SIMDEGA,7
JAMTOLI,M,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,JHARKHAND,SIMDEGA,7
JAMTOLI,W,HERDSMEN,HERDSMEN,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,JHARKHAND,SIMDEGA,7
JAMTOLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,JHARKHAND,SIMDEGA,7
JAMTOLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,JHARKHAND,SIMDEGA,7
JAMTOLI,M,"SKILLED 
LABOUR",BLACKSMITH,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,JHARKHAND,SIMDEGA,7
JAMTOLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,SIMDEGA,7
JAMTOLI,M,"SKILLED 
LABOUR",CARPENTER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,JHARKHAND,SIMDEGA,7
JAMTOLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,SIMDEGA,7
JAMTOLI,M,"SKILLED 
LABOUR",COBBLER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,JHARKHAND,SIMDEGA,7
JAMTOLI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,SIMDEGA,7
BANDGAON,M,FIELD LABOUR,FIELD LABOUR,-,-,-,-,-,-,-,-,-,-,-,170.00,170.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,W,FIELD LABOUR,FIELD LABOUR,-,-,-,-,-,-,-,-,-,-,-,170.00,170.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,80.00,80.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,W.SINGHBHUM,8
BANDGAON,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,120.00,120.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,120.00,120.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,160.00,160.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,W.SINGHBHUM,8
BANDGAON,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,180.00,180.00,JHARKHAND,W.SINGHBHUM,8
BANDGAON,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,W.SINGHBHUM,8
JAGANNATHPUR,M,FIELD LABOUR,FIELD LABOUR,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,-,100.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,W,FIELD LABOUR,FIELD LABOUR,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,-,80.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,M,HERDSMEN,HERDSMEN,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,-,80.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,W,HERDSMEN,HERDSMEN,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,80.00,-,61.82,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,-,100.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,-,80.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,M,"SKILLED 
LABOUR",BLACKSMITH,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,-,180.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,M,"SKILLED 
LABOUR",CARPENTER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,-,200.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,M,"SKILLED 
LABOUR",COBBLER,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,-,150.00,JHARKHAND,"WEST 
SINGHBHUM",12
JAGANNATHPUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,"WEST 
SINGHBHUM",12
"HARISANDRA
(RAMANAGRAM Tq)",M,FIELD LABOUR,FIELD LABOUR,370.00,370.00,380.00,380.00,380.00,380.00,360.00,360.00,360.00,360.00,370.00,370.00,370.00,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",W,FIELD LABOUR,FIELD LABOUR,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",M,HERDSMEN,HERDSMEN,400.00,400.00,400.00,400.00,400.00,400.00,350.00,350.00,350.00,350.00,400.00,400.00,383.33,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",W,HERDSMEN,HERDSMEN,350.00,350.00,350.00,350.00,350.00,350.00,-,-,-,-,350.00,350.00,350.00,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",370.00,370.00,380.00,380.00,380.00,380.00,360.00,360.00,360.00,360.00,370.00,370.00,370.00,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",M,"SKILLED 
LABOUR",BLACKSMITH,450.00,400.00,400.00,400.00,400.00,400.00,350.00,350.00,350.00,350.00,450.00,450.00,395.83,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",M,"SKILLED 
LABOUR",CARPENTER,500.00,500.00,500.00,500.00,500.00,500.00,400.00,400.00,400.00,400.00,500.00,500.00,466.67,JHARKHAND,BANGALORE,26
"HARISANDRA
(RAMANAGRAM Tq)",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BANGALORE,26
"SUGGENAHALLI
(RAMNAGRAM Tq)",M,FIELD LABOUR,FIELD LABOUR,360.00,360.00,380.00,380.00,380.00,380.00,360.00,360.00,360.00,360.00,360.00,360.00,366.67,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",W,FIELD LABOUR,FIELD LABOUR,330.00,330.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,330.00,330.00,343.33,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",M,HERDSMEN,HERDSMEN,400.00,400.00,400.00,400.00,400.00,400.00,350.00,350.00,350.00,350.00,400.00,400.00,383.33,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",W,HERDSMEN,HERDSMEN,350.00,350.00,350.00,350.00,350.00,350.00,-,-,-,-,350.00,350.00,350.00,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",360.00,360.00,380.00,380.00,380.00,380.00,360.00,360.00,360.00,360.00,360.00,360.00,366.67,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",330.00,330.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,330.00,330.00,343.33,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",M,"SKILLED 
LABOUR",BLACKSMITH,450.00,450.00,400.00,400.00,400.00,400.00,350.00,350.00,350.00,350.00,450.00,450.00,400.00,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",M,"SKILLED 
LABOUR",CARPENTER,500.00,500.00,500.00,500.00,500.00,500.00,450.00,400.00,400.00,400.00,500.00,500.00,470.83,JHARKHAND,BANGALORE,27
"SUGGENAHALLI
(RAMNAGRAM Tq)",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BANGALORE,27
"BELLARY
(BELLARY Tq)",M,FIELD LABOUR,FIELD LABOUR,380.00,380.00,500.00,500.00,500.00,500.00,380.00,380.00,380.00,380.00,380.00,380.00,420.00,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",W,FIELD LABOUR,FIELD LABOUR,360.00,360.00,450.00,450.00,450.00,450.00,360.00,360.00,360.00,360.00,360.00,360.00,390.00,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",M,HERDSMEN,HERDSMEN,380.00,380.00,500.00,500.00,500.00,500.00,380.00,380.00,380.00,380.00,380.00,380.00,420.00,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",W,HERDSMEN,HERDSMEN,-,-,450.00,400.00,400.00,400.00,-,-,-,-,-,-,412.50,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",380.00,380.00,500.00,500.00,500.00,500.00,380.00,380.00,380.00,380.00,380.00,380.00,420.00,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",360.00,360.00,450.00,400.00,450.00,400.00,360.00,360.00,360.00,360.00,360.00,360.00,381.67,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",M,"SKILLED 
LABOUR",BLACKSMITH,-,-,450.00,450.00,450.00,450.00,-,-,-,-,-,-,450.00,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",M,"SKILLED 
LABOUR",CARPENTER,400.00,400.00,500.00,500.00,500.00,500.00,450.00,450.00,450.00,450.00,400.00,400.00,450.00,JHARKHAND,BELLARY,20
"BELLARY
(BELLARY Tq)",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BELLARY,20
"HARAPANAHALLI
(HARAPANAHALLI )",M,FIELD LABOUR,FIELD LABOUR,380.00,380.00,500.00,500.00,500.00,500.00,380.00,380.00,380.00,480.00,380.00,380.00,428.33,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",W,FIELD LABOUR,FIELD LABOUR,360.00,360.00,450.00,450.00,450.00,450.00,360.00,360.00,360.00,360.00,360.00,360.00,390.00,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",M,HERDSMEN,HERDSMEN,380.00,380.00,500.00,500.00,500.00,500.00,380.00,380.00,380.00,380.00,380.00,380.00,420.00,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",W,HERDSMEN,HERDSMEN,-,-,450.00,400.00,400.00,400.00,-,-,-,-,-,-,412.50,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",380.00,380.00,500.00,500.00,500.00,500.00,380.00,380.00,380.00,380.00,380.00,380.00,420.00,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",360.00,360.00,450.00,400.00,400.00,400.00,360.00,360.00,360.00,360.00,360.00,360.00,377.50,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",M,"SKILLED 
LABOUR",BLACKSMITH,-,-,450.00,450.00,450.00,450.00,-,-,-,-,-,-,450.00,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",M,"SKILLED 
LABOUR",CARPENTER,400.00,400.00,500.00,500.00,500.00,500.00,450.00,450.00,450.00,450.00,400.00,400.00,450.00,JHARKHAND,BELLARY,30
"HARAPANAHALLI
(HARAPANAHALLI )",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,BELLARY,30
"ANEGERE(KADUR 
Tq)",M,FIELD LABOUR,FIELD LABOUR,360.00,360.00,400.00,400.00,400.00,400.00,360.00,360.00,360.00,360.00,360.00,360.00,373.33,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",W,FIELD LABOUR,FIELD LABOUR,340.00,340.00,360.00,360.00,360.00,360.00,350.00,350.00,350.00,350.00,340.00,340.00,350.00,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",M,HERDSMEN,HERDSMEN,400.00,400.00,400.00,400.00,400.00,400.00,350.00,350.00,350.00,350.00,400.00,400.00,383.33,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",W,HERDSMEN,HERDSMEN,-,-,350.00,350.00,350.00,350.00,-,-,-,-,350.00,-,350.00,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",360.00,360.00,400.00,400.00,400.00,400.00,360.00,360.00,360.00,360.00,370.00,360.00,374.17,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",340.00,340.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,340.00,347.50,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",M,"SKILLED 
LABOUR",BLACKSMITH,300.00,300.00,450.00,450.00,450.00,450.00,350.00,350.00,350.00,350.00,300.00,300.00,366.67,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",M,"SKILLED 
LABOUR",CARPENTER,400.00,400.00,500.00,500.00,500.00,500.00,400.00,400.00,400.00,400.00,400.00,400.00,433.33,JHARKHAND,CHICKMAGALUR,18
"ANEGERE(KADUR 
Tq)",W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,JHARKHAND,CHICKMAGALUR,18
